Request id,Pickup point,Driver id,Status,Request,Hrs,Min,Sec,Drop timestamp,Timeslot,Demand,Supply,Gap
3622,Airport,287,Trip Completed,13-07-2016 00:00,18,57,45,13-07-2016 20:15,Evening,Demand,Supply,
3979,City,287,Trip Completed,13-07-2016 00:00,23,16,27,13-07-2016 23:46,Night,Demand,Supply,
5749,Airport,287,Trip Completed,15-07-2016 00:00,7,59,14,15-07-2016 08:48,Morning,Demand,Supply,
6633,City,287,Trip Completed,15-07-2016 00:00,21,57,56,15-07-2016 22:49,Night,Demand,Supply,
1301,Airport,288,Trip Completed,11-07-2016 00:00,22,30,0,11-07-2016 23:13,Night,Demand,Supply,
2203,City,288,Trip Completed,12-07-2016 00:00,17,53,0,12-07-2016 18:30,Afternoon,Demand,Supply,
2569,City,288,Trip Completed,12-07-2016 00:00,21,37,0,12-07-2016 22:07,Night,Demand,Supply,
3621,Airport,288,Trip Completed,13-07-2016 00:00,18,56,20,13-07-2016 19:35,Evening,Demand,Supply,
4051,City,288,Trip Completed,14-07-2016 00:00,1,9,39,14-07-2016 02:09,Late Night,Demand,Supply,
4831,City,288,Trip Completed,14-07-2016 00:00,17,25,26,14-07-2016 18:31,Afternoon,Demand,Supply,
158,City,289,Trip Completed,11-07-2016 00:00,5,35,0,11-07-2016 06:41,Early Morning,Demand,Supply,
1290,City,289,Trip Completed,11-07-2016 00:00,22,23,0,11-07-2016 23:00,Night,Demand,Supply,
2441,City,289,Trip Completed,12-07-2016 00:00,20,23,0,12-07-2016 21:25,Evening,Demand,Supply,
3681,Airport,289,Trip Completed,13-07-2016 00:00,19,31,38,13-07-2016 20:31,Evening,Demand,Supply,
4511,Airport,289,Trip Completed,14-07-2016 00:00,9,10,51,14-07-2016 10:18,Morning,Demand,Supply,
4684,City,289,Trip Completed,14-07-2016 00:00,12,53,3,14-07-2016 13:28,Morning,Demand,Supply,
5606,City,289,Trip Completed,15-07-2016 00:00,6,9,26,15-07-2016 07:23,Early Morning,Demand,Supply,
5708,Airport,289,Trip Completed,15-07-2016 00:00,7,35,3,15-07-2016 08:07,Morning,Demand,Supply,
5960,Airport,289,Trip Completed,15-07-2016 00:00,10,52,2,15-07-2016 11:29,Morning,Demand,Supply,
6014,City,289,Trip Completed,15-07-2016 00:00,12,31,9,15-07-2016 13:22,Morning,Demand,Supply,
6193,City,289,Trip Completed,15-07-2016 00:00,17,19,42,15-07-2016 18:06,Afternoon,Demand,Supply,
6635,City,289,Trip Completed,15-07-2016 00:00,22,1,9,15-07-2016 23:04,Night,Demand,Supply,
82,Airport,290,Trip Completed,11-07-2016 00:00,4,47,0,11-07-2016 05:23,Early Morning,Demand,Supply,
2518,Airport,290,Trip Completed,12-07-2016 00:00,21,7,0,12-07-2016 22:10,Night,Demand,Supply,
2644,City,290,Trip Completed,12-07-2016 00:00,22,39,0,12-07-2016 23:20,Night,Demand,Supply,
3280,Airport,290,Trip Completed,13-07-2016 00:00,10,43,30,13-07-2016 11:23,Morning,Demand,Supply,
3486,City,290,Trip Completed,13-07-2016 00:00,17,23,53,13-07-2016 18:23,Afternoon,Demand,Supply,
5297,City,290,Trip Completed,14-07-2016 00:00,21,51,46,14-07-2016 22:25,Night,Demand,Supply,
5802,City,290,Trip Completed,15-07-2016 00:00,8,43,21,15-07-2016 09:08,Morning,Demand,Supply,
6675,City,290,Trip Completed,15-07-2016 00:00,22,21,38,15-07-2016 23:21,Night,Demand,Supply,
2025,City,291,Trip Completed,12-07-2016 00:00,13,56,0,12-07-2016 14:58,Afternoon,Demand,Supply,
2270,City,291,Trip Completed,12-07-2016 00:00,18,28,0,12-07-2016 19:17,Evening,Demand,Supply,
3701,Airport,291,Trip Completed,13-07-2016 00:00,19,46,35,13-07-2016 20:51,Evening,Demand,Supply,
4618,City,291,Trip Completed,14-07-2016 00:00,11,2,5,14-07-2016 11:40,Morning,Demand,Supply,
4909,Airport,291,Trip Completed,14-07-2016 00:00,18,3,53,14-07-2016 18:34,Evening,Demand,Supply,
5578,City,291,Trip Completed,15-07-2016 00:00,5,48,3,15-07-2016 06:43,Early Morning,Demand,Supply,
6404,Airport,291,Trip Completed,15-07-2016 00:00,19,24,59,15-07-2016 20:03,Evening,Demand,Supply,
6623,City,291,Trip Completed,15-07-2016 00:00,21,51,36,15-07-2016 23:12,Night,Demand,Supply,
6738,Airport,291,Trip Completed,15-07-2016 00:00,23,45,13,16-07-2016 00:35,Night,Demand,Supply,
497,City,292,Trip Completed,11-07-2016 00:00,9,33,0,11-07-2016 10:09,Morning,Demand,Supply,
1071,Airport,292,Trip Completed,11-07-2016 00:00,19,58,0,11-07-2016 20:32,Evening,Demand,Supply,
1709,City,292,Trip Completed,12-07-2016 00:00,8,9,0,12-07-2016 09:11,Morning,Demand,Supply,
2348,City,292,Trip Completed,12-07-2016 00:00,19,21,0,12-07-2016 20:26,Evening,Demand,Supply,
3342,Airport,292,Trip Completed,13-07-2016 00:00,12,51,13,13-07-2016 13:35,Morning,Demand,Supply,
1008,Airport,293,Trip Completed,11-07-2016 00:00,19,5,0,11-07-2016 20:09,Evening,Demand,Supply,
2430,City,293,Trip Completed,12-07-2016 00:00,20,12,0,12-07-2016 20:44,Evening,Demand,Supply,
3352,City,293,Trip Completed,13-07-2016 00:00,13,26,29,13-07-2016 14:04,Afternoon,Demand,Supply,
3748,City,293,Trip Completed,13-07-2016 00:00,20,23,33,13-07-2016 21:26,Evening,Demand,Supply,
5687,City,293,Trip Completed,15-07-2016 00:00,7,15,9,15-07-2016 08:01,Morning,Demand,Supply,
6724,Airport,293,Trip Completed,15-07-2016 00:00,23,20,36,16-07-2016 00:10,Night,Demand,Supply,
152,City,294,Trip Completed,11-07-2016 00:00,5,29,0,11-07-2016 06:16,Early Morning,Demand,Supply,
1207,Airport,294,Trip Completed,11-07-2016 00:00,21,23,0,11-07-2016 22:32,Night,Demand,Supply,
1377,Airport,294,Trip Completed,12-07-2016 00:00,0,54,0,12-07-2016 01:55,Late Night,Demand,Supply,
1606,Airport,294,Trip Completed,12-07-2016 00:00,6,45,0,12-07-2016 07:50,Early Morning,Demand,Supply,
1920,City,294,Trip Completed,12-07-2016 00:00,10,56,0,12-07-2016 11:58,Morning,Demand,Supply,
2856,Airport,294,Trip Completed,13-07-2016 00:00,5,34,59,13-07-2016 06:46,Early Morning,Demand,Supply,
3277,City,294,Trip Completed,13-07-2016 00:00,10,41,55,13-07-2016 11:06,Morning,Demand,Supply,
4501,City,294,Trip Completed,14-07-2016 00:00,9,1,27,14-07-2016 09:51,Morning,Demand,Supply,
5194,City,294,Trip Completed,14-07-2016 00:00,20,42,51,14-07-2016 21:26,Evening,Demand,Supply,
5519,Airport,294,Trip Completed,15-07-2016 00:00,5,11,57,15-07-2016 05:55,Early Morning,Demand,Supply,
6509,City,294,Trip Completed,15-07-2016 00:00,20,32,52,15-07-2016 21:50,Evening,Demand,Supply,
476,City,295,Trip Completed,11-07-2016 00:00,9,24,0,11-07-2016 10:02,Morning,Demand,Supply,
1052,Airport,295,Trip Completed,11-07-2016 00:00,19,42,0,11-07-2016 20:54,Evening,Demand,Supply,
1743,Airport,295,Trip Completed,12-07-2016 00:00,8,28,0,12-07-2016 09:10,Morning,Demand,Supply,
3157,Airport,295,Trip Completed,13-07-2016 00:00,9,2,47,13-07-2016 09:47,Morning,Demand,Supply,
5255,Airport,295,Trip Completed,14-07-2016 00:00,21,19,45,14-07-2016 22:09,Night,Demand,Supply,
6475,City,295,Trip Completed,15-07-2016 00:00,20,20,10,15-07-2016 21:02,Evening,Demand,Supply,
477,City,296,Trip Completed,11-07-2016 00:00,9,28,0,11-07-2016 10:41,Morning,Demand,Supply,
643,City,296,Trip Completed,11-07-2016 00:00,12,35,0,11-07-2016 13:20,Morning,Demand,Supply,
1152,Airport,296,Trip Completed,11-07-2016 00:00,20,39,0,11-07-2016 21:28,Evening,Demand,Supply,
1333,City,296,Trip Completed,11-07-2016 00:00,23,17,0,12-07-2016 00:15,Night,Demand,Supply,
1659,City,296,Trip Completed,12-07-2016 00:00,7,24,0,12-07-2016 08:14,Morning,Demand,Supply,
2657,Airport,296,Trip Completed,12-07-2016 00:00,23,11,0,13-07-2016 00:28,Night,Demand,Supply,
2898,Airport,296,Trip Completed,13-07-2016 00:00,6,1,11,13-07-2016 07:04,Early Morning,Demand,Supply,
3852,Airport,296,Trip Completed,13-07-2016 00:00,21,38,20,13-07-2016 22:24,Night,Demand,Supply,
5342,City,296,Trip Completed,14-07-2016 00:00,22,38,38,14-07-2016 23:21,Night,Demand,Supply,
5634,Airport,296,Trip Completed,15-07-2016 00:00,6,44,16,15-07-2016 07:10,Early Morning,Demand,Supply,
30,Airport,297,Trip Completed,11-07-2016 00:00,2,4,0,11-07-2016 02:37,Late Night,Demand,Supply,
195,City,297,Trip Completed,11-07-2016 00:00,6,5,0,11-07-2016 06:52,Early Morning,Demand,Supply,
993,City,297,Trip Completed,11-07-2016 00:00,19,0,0,11-07-2016 19:41,Evening,Demand,Supply,
1774,Airport,297,Trip Completed,12-07-2016 00:00,8,53,0,12-07-2016 10:00,Morning,Demand,Supply,
2648,City,297,Trip Completed,12-07-2016 00:00,22,50,0,12-07-2016 23:44,Night,Demand,Supply,
2979,Airport,297,Trip Completed,13-07-2016 00:00,6,58,3,13-07-2016 07:58,Early Morning,Demand,Supply,
3676,City,297,Trip Completed,13-07-2016 00:00,19,28,20,13-07-2016 20:30,Evening,Demand,Supply,
4041,Airport,297,Trip Completed,14-07-2016 00:00,0,38,29,14-07-2016 01:12,Late Night,Demand,Supply,
4147,Airport,297,Trip Completed,14-07-2016 00:00,4,54,7,14-07-2016 06:00,Early Morning,Demand,Supply,
4859,Airport,297,Trip Completed,14-07-2016 00:00,17,34,16,14-07-2016 18:30,Afternoon,Demand,Supply,
6067,Airport,297,Trip Completed,15-07-2016 00:00,13,55,13,15-07-2016 14:56,Afternoon,Demand,Supply,
1690,Airport,298,Trip Completed,12-07-2016 00:00,7,52,0,12-07-2016 08:56,Morning,Demand,Supply,
2404,Airport,298,Trip Completed,12-07-2016 00:00,20,0,0,12-07-2016 20:56,Evening,Demand,Supply,
3313,City,298,Trip Completed,13-07-2016 00:00,12,1,34,13-07-2016 12:55,Morning,Demand,Supply,
3559,City,298,Trip Completed,13-07-2016 00:00,18,16,19,13-07-2016 19:25,Evening,Demand,Supply,
4018,Airport,298,Trip Completed,13-07-2016 00:00,23,57,31,14-07-2016 01:02,Night,Demand,Supply,
4121,Airport,298,Trip Completed,14-07-2016 00:00,4,29,45,14-07-2016 05:07,Early Morning,Demand,Supply,
4224,City,298,Trip Completed,14-07-2016 00:00,5,49,16,14-07-2016 06:54,Early Morning,Demand,Supply,
4810,City,298,Trip Completed,14-07-2016 00:00,17,16,21,14-07-2016 18:01,Afternoon,Demand,Supply,
5295,City,298,Trip Completed,14-07-2016 00:00,21,48,59,14-07-2016 22:41,Night,Demand,Supply,
5381,Airport,298,Trip Completed,14-07-2016 00:00,23,56,41,15-07-2016 00:39,Night,Demand,Supply,
6271,City,298,Trip Completed,15-07-2016 00:00,18,14,56,15-07-2016 18:59,Evening,Demand,Supply,
1244,City,299,Trip Completed,11-07-2016 00:00,21,38,0,11-07-2016 22:15,Night,Demand,Supply,
2249,City,299,Trip Completed,12-07-2016 00:00,18,24,0,12-07-2016 19:09,Evening,Demand,Supply,
3045,Airport,299,Trip Completed,13-07-2016 00:00,7,39,52,13-07-2016 08:30,Morning,Demand,Supply,
3817,Airport,299,Trip Completed,13-07-2016 00:00,21,12,43,13-07-2016 22:05,Night,Demand,Supply,
4481,City,299,Trip Completed,14-07-2016 00:00,8,46,30,14-07-2016 09:54,Morning,Demand,Supply,
5160,City,299,Trip Completed,14-07-2016 00:00,20,28,32,14-07-2016 21:12,Evening,Demand,Supply,
6304,City,299,Trip Completed,15-07-2016 00:00,18,31,31,15-07-2016 19:19,Evening,Demand,Supply,
1315,Airport,300,Trip Completed,11-07-2016 00:00,22,54,0,11-07-2016 23:35,Night,Demand,Supply,
2924,City,300,Trip Completed,13-07-2016 00:00,6,31,22,13-07-2016 07:20,Early Morning,Demand,Supply,
3324,Airport,300,Trip Completed,13-07-2016 00:00,12,33,21,13-07-2016 13:16,Morning,Demand,Supply,
3935,Airport,300,Trip Completed,13-07-2016 00:00,22,26,8,13-07-2016 23:43,Night,Demand,Supply,
5844,Airport,300,Trip Completed,15-07-2016 00:00,9,7,9,15-07-2016 09:56,Morning,Demand,Supply,
2905,City,1,Cancelled,13-07-2016 00:00,6,8,41,NA,Early Morning,Demand,,Gap
4805,City,1,Cancelled,14-07-2016 00:00,17,7,58,NA,Afternoon,Demand,,Gap
5202,Airport,1,Cancelled,14-07-2016 00:00,20,51,37,NA,Evening,Demand,,Gap
5927,City,1,Cancelled,15-07-2016 00:00,10,12,40,NA,Morning,Demand,,Gap
2347,Airport,2,Cancelled,12-07-2016 00:00,19,14,0,NA,Evening,Demand,,Gap
3806,Airport,2,Cancelled,13-07-2016 00:00,20,57,49,NA,Evening,Demand,,Gap
4451,City,2,Cancelled,14-07-2016 00:00,8,38,38,NA,Morning,Demand,,Gap
5023,Airport,2,Cancelled,14-07-2016 00:00,19,4,8,NA,Evening,Demand,,Gap
80,City,3,Cancelled,11-07-2016 00:00,4,47,0,NA,Early Morning,Demand,,Gap
534,City,3,Cancelled,11-07-2016 00:00,10,1,0,NA,Morning,Demand,,Gap
1867,Airport,3,Cancelled,12-07-2016 00:00,9,59,0,NA,Morning,Demand,,Gap
4383,City,3,Cancelled,14-07-2016 00:00,7,48,31,NA,Morning,Demand,,Gap
748,City,4,Cancelled,11-07-2016 00:00,15,49,0,NA,Afternoon,Demand,,Gap
1254,Airport,4,Cancelled,11-07-2016 00:00,21,53,0,NA,Night,Demand,,Gap
3807,Airport,4,Cancelled,13-07-2016 00:00,20,58,0,NA,Evening,Demand,,Gap
4280,City,4,Cancelled,14-07-2016 00:00,6,33,9,NA,Early Morning,Demand,,Gap
4533,City,4,Cancelled,14-07-2016 00:00,9,31,8,NA,Morning,Demand,,Gap
3230,City,5,Cancelled,13-07-2016 00:00,10,1,57,NA,Morning,Demand,,Gap
4296,City,5,Cancelled,14-07-2016 00:00,6,39,26,NA,Early Morning,Demand,,Gap
3059,City,6,Cancelled,13-07-2016 00:00,7,56,25,NA,Morning,Demand,,Gap
5547,City,6,Cancelled,15-07-2016 00:00,5,30,31,NA,Early Morning,Demand,,Gap
5699,City,6,Cancelled,15-07-2016 00:00,7,25,53,NA,Morning,Demand,,Gap
5701,City,6,Cancelled,15-07-2016 00:00,7,34,0,NA,Morning,Demand,,Gap
247,City,7,Cancelled,11-07-2016 00:00,6,33,0,NA,Early Morning,Demand,,Gap
2582,Airport,7,Cancelled,12-07-2016 00:00,21,42,0,NA,Night,Demand,,Gap
3184,City,7,Cancelled,13-07-2016 00:00,9,21,36,NA,Morning,Demand,,Gap
1687,City,8,Cancelled,12-07-2016 00:00,7,51,0,NA,Morning,Demand,,Gap
4174,City,8,Cancelled,14-07-2016 00:00,5,19,59,NA,Early Morning,Demand,,Gap
4335,City,8,Cancelled,14-07-2016 00:00,7,13,52,NA,Morning,Demand,,Gap
150,City,9,Cancelled,11-07-2016 00:00,5,24,0,NA,Early Morning,Demand,,Gap
233,City,9,Cancelled,11-07-2016 00:00,6,27,0,NA,Early Morning,Demand,,Gap
1880,City,9,Cancelled,12-07-2016 00:00,10,1,0,NA,Morning,Demand,,Gap
2986,City,9,Cancelled,13-07-2016 00:00,7,4,48,NA,Morning,Demand,,Gap
3549,City,9,Cancelled,13-07-2016 00:00,18,3,30,NA,Evening,Demand,,Gap
4463,City,9,Cancelled,14-07-2016 00:00,8,43,7,NA,Morning,Demand,,Gap
4178,City,10,Cancelled,14-07-2016 00:00,5,22,51,NA,Early Morning,Demand,,Gap
4599,City,10,Cancelled,14-07-2016 00:00,10,8,43,NA,Morning,Demand,,Gap
4667,Airport,10,Cancelled,14-07-2016 00:00,12,23,7,NA,Morning,Demand,,Gap
570,City,13,Cancelled,11-07-2016 00:00,10,36,0,NA,Morning,Demand,,Gap
1691,City,13,Cancelled,12-07-2016 00:00,7,54,0,NA,Morning,Demand,,Gap
3499,City,13,Cancelled,13-07-2016 00:00,17,46,24,NA,Afternoon,Demand,,Gap
4467,City,13,Cancelled,14-07-2016 00:00,8,42,11,NA,Morning,Demand,,Gap
2799,City,14,Cancelled,13-07-2016 00:00,4,59,16,NA,Early Morning,Demand,,Gap
3822,Airport,14,Cancelled,13-07-2016 00:00,21,10,52,NA,Night,Demand,,Gap
4456,City,14,Cancelled,14-07-2016 00:00,8,32,41,NA,Morning,Demand,,Gap
4685,Airport,14,Cancelled,14-07-2016 00:00,13,0,39,NA,Afternoon,Demand,,Gap
306,City,15,Cancelled,11-07-2016 00:00,7,20,0,NA,Morning,Demand,,Gap
2888,City,15,Cancelled,13-07-2016 00:00,5,57,46,NA,Early Morning,Demand,,Gap
92,City,16,Cancelled,11-07-2016 00:00,4,53,0,NA,Early Morning,Demand,,Gap
3138,City,16,Cancelled,13-07-2016 00:00,8,50,25,NA,Morning,Demand,,Gap
3810,City,16,Cancelled,13-07-2016 00:00,21,6,22,NA,Night,Demand,,Gap
4580,City,16,Cancelled,14-07-2016 00:00,9,59,40,NA,Morning,Demand,,Gap
5784,City,16,Cancelled,15-07-2016 00:00,8,34,59,NA,Morning,Demand,,Gap
1648,City,17,Cancelled,12-07-2016 00:00,7,20,0,NA,Morning,Demand,,Gap
2883,City,17,Cancelled,13-07-2016 00:00,5,54,41,NA,Early Morning,Demand,,Gap
4272,City,17,Cancelled,14-07-2016 00:00,6,23,43,NA,Early Morning,Demand,,Gap
5621,City,17,Cancelled,15-07-2016 00:00,6,28,59,NA,Early Morning,Demand,,Gap
5696,City,17,Cancelled,15-07-2016 00:00,7,32,18,NA,Morning,Demand,,Gap
5662,City,18,Cancelled,15-07-2016 00:00,7,4,59,NA,Morning,Demand,,Gap
1894,Airport,19,Cancelled,12-07-2016 00:00,10,19,0,NA,Morning,Demand,,Gap
2854,City,19,Cancelled,13-07-2016 00:00,5,37,28,NA,Early Morning,Demand,,Gap
4968,City,19,Cancelled,14-07-2016 00:00,18,40,44,NA,Evening,Demand,,Gap
352,City,20,Cancelled,11-07-2016 00:00,7,54,0,NA,Morning,Demand,,Gap
1841,City,20,Cancelled,12-07-2016 00:00,9,41,0,NA,Morning,Demand,,Gap
1885,City,20,Cancelled,12-07-2016 00:00,10,4,0,NA,Morning,Demand,,Gap
3170,City,20,Cancelled,13-07-2016 00:00,9,9,56,NA,Morning,Demand,,Gap
4586,City,20,Cancelled,14-07-2016 00:00,10,9,44,NA,Morning,Demand,,Gap
5208,Airport,20,Cancelled,14-07-2016 00:00,20,55,57,NA,Evening,Demand,,Gap
5472,City,20,Cancelled,15-07-2016 00:00,4,49,38,NA,Early Morning,Demand,,Gap
96,City,21,Cancelled,11-07-2016 00:00,4,58,0,NA,Early Morning,Demand,,Gap
132,City,21,Cancelled,11-07-2016 00:00,5,15,0,NA,Early Morning,Demand,,Gap
2899,City,21,Cancelled,13-07-2016 00:00,5,59,57,NA,Early Morning,Demand,,Gap
3166,City,21,Cancelled,13-07-2016 00:00,9,9,8,NA,Morning,Demand,,Gap
232,City,22,Cancelled,11-07-2016 00:00,6,26,0,NA,Early Morning,Demand,,Gap
275,City,22,Cancelled,11-07-2016 00:00,7,0,0,NA,Morning,Demand,,Gap
554,City,22,Cancelled,11-07-2016 00:00,10,13,0,NA,Morning,Demand,,Gap
4326,City,22,Cancelled,14-07-2016 00:00,7,8,58,NA,Morning,Demand,,Gap
5723,City,22,Cancelled,15-07-2016 00:00,7,44,45,NA,Morning,Demand,,Gap
1462,Airport,23,Cancelled,12-07-2016 00:00,5,1,0,NA,Early Morning,Demand,,Gap
196,Airport,24,Cancelled,11-07-2016 00:00,6,7,0,NA,Early Morning,Demand,,Gap
236,City,24,Cancelled,11-07-2016 00:00,6,32,0,NA,Early Morning,Demand,,Gap
1502,City,24,Cancelled,12-07-2016 00:00,5,37,0,NA,Early Morning,Demand,,Gap
1615,City,24,Cancelled,12-07-2016 00:00,6,52,0,NA,Early Morning,Demand,,Gap
3079,City,24,Cancelled,13-07-2016 00:00,8,13,10,NA,Morning,Demand,,Gap
6249,Airport,24,Cancelled,15-07-2016 00:00,17,55,33,NA,Afternoon,Demand,,Gap
1794,City,25,Cancelled,12-07-2016 00:00,9,3,0,NA,Morning,Demand,,Gap
4546,City,25,Cancelled,14-07-2016 00:00,9,34,22,NA,Morning,Demand,,Gap
2913,City,26,Cancelled,13-07-2016 00:00,6,15,34,NA,Early Morning,Demand,,Gap
276,City,27,Cancelled,11-07-2016 00:00,6,52,0,NA,Early Morning,Demand,,Gap
1613,City,27,Cancelled,12-07-2016 00:00,6,47,0,NA,Early Morning,Demand,,Gap
3150,City,27,Cancelled,13-07-2016 00:00,8,59,46,NA,Morning,Demand,,Gap
3217,City,27,Cancelled,13-07-2016 00:00,9,48,1,NA,Morning,Demand,,Gap
4523,City,27,Cancelled,14-07-2016 00:00,9,22,12,NA,Morning,Demand,,Gap
4593,City,27,Cancelled,14-07-2016 00:00,10,9,46,NA,Morning,Demand,,Gap
5476,Airport,27,Cancelled,15-07-2016 00:00,4,45,54,NA,Early Morning,Demand,,Gap
5477,City,27,Cancelled,15-07-2016 00:00,4,48,51,NA,Early Morning,Demand,,Gap
5846,City,27,Cancelled,15-07-2016 00:00,9,5,17,NA,Morning,Demand,,Gap
1539,City,28,Cancelled,12-07-2016 00:00,6,4,0,NA,Early Morning,Demand,,Gap
1770,City,28,Cancelled,12-07-2016 00:00,8,50,0,NA,Morning,Demand,,Gap
1921,City,28,Cancelled,12-07-2016 00:00,10,58,0,NA,Morning,Demand,,Gap
3073,City,28,Cancelled,13-07-2016 00:00,8,1,1,NA,Morning,Demand,,Gap
4795,Airport,28,Cancelled,14-07-2016 00:00,16,55,27,NA,Afternoon,Demand,,Gap
2079,Airport,29,Cancelled,12-07-2016 00:00,15,43,0,NA,Afternoon,Demand,,Gap
3179,City,29,Cancelled,13-07-2016 00:00,9,16,5,NA,Morning,Demand,,Gap
5872,City,29,Cancelled,15-07-2016 00:00,9,20,22,NA,Morning,Demand,,Gap
218,City,30,Cancelled,11-07-2016 00:00,6,14,0,NA,Early Morning,Demand,,Gap
840,Airport,30,Cancelled,11-07-2016 00:00,17,41,0,NA,Afternoon,Demand,,Gap
1642,City,30,Cancelled,12-07-2016 00:00,7,17,0,NA,Morning,Demand,,Gap
3307,City,30,Cancelled,13-07-2016 00:00,12,2,50,NA,Morning,Demand,,Gap
1475,City,31,Cancelled,12-07-2016 00:00,5,12,0,NA,Early Morning,Demand,,Gap
2179,Airport,31,Cancelled,12-07-2016 00:00,17,36,0,NA,Afternoon,Demand,,Gap
3080,City,31,Cancelled,13-07-2016 00:00,8,11,13,NA,Morning,Demand,,Gap
3771,Airport,31,Cancelled,13-07-2016 00:00,20,42,7,NA,Evening,Demand,,Gap
5847,Airport,31,Cancelled,15-07-2016 00:00,9,5,38,NA,Morning,Demand,,Gap
5875,City,31,Cancelled,15-07-2016 00:00,9,22,33,NA,Morning,Demand,,Gap
400,City,32,Cancelled,11-07-2016 00:00,8,29,0,NA,Morning,Demand,,Gap
2146,Airport,32,Cancelled,12-07-2016 00:00,17,21,0,NA,Afternoon,Demand,,Gap
2942,City,32,Cancelled,13-07-2016 00:00,6,37,29,NA,Early Morning,Demand,,Gap
4418,City,32,Cancelled,14-07-2016 00:00,8,18,30,NA,Morning,Demand,,Gap
2305,City,33,Cancelled,12-07-2016 00:00,18,56,0,NA,Evening,Demand,,Gap
5637,City,33,Cancelled,15-07-2016 00:00,6,44,12,NA,Early Morning,Demand,,Gap
5838,City,33,Cancelled,15-07-2016 00:00,9,2,38,NA,Morning,Demand,,Gap
457,City,34,Cancelled,11-07-2016 00:00,9,17,0,NA,Morning,Demand,,Gap
511,City,34,Cancelled,11-07-2016 00:00,9,40,0,NA,Morning,Demand,,Gap
4146,City,34,Cancelled,14-07-2016 00:00,4,52,26,NA,Early Morning,Demand,,Gap
4242,City,34,Cancelled,14-07-2016 00:00,6,3,16,NA,Early Morning,Demand,,Gap
4470,City,34,Cancelled,14-07-2016 00:00,8,47,12,NA,Morning,Demand,,Gap
2530,City,35,Cancelled,12-07-2016 00:00,21,7,0,NA,Night,Demand,,Gap
2596,City,35,Cancelled,12-07-2016 00:00,21,53,0,NA,Night,Demand,,Gap
5754,City,35,Cancelled,15-07-2016 00:00,8,5,15,NA,Morning,Demand,,Gap
200,City,36,Cancelled,11-07-2016 00:00,6,10,0,NA,Early Morning,Demand,,Gap
1531,City,36,Cancelled,12-07-2016 00:00,5,54,0,NA,Early Morning,Demand,,Gap
5715,City,36,Cancelled,15-07-2016 00:00,7,42,16,NA,Morning,Demand,,Gap
3130,City,37,Cancelled,13-07-2016 00:00,8,43,10,NA,Morning,Demand,,Gap
4133,City,37,Cancelled,14-07-2016 00:00,4,45,57,NA,Early Morning,Demand,,Gap
4419,City,37,Cancelled,14-07-2016 00:00,8,17,14,NA,Morning,Demand,,Gap
4547,City,37,Cancelled,14-07-2016 00:00,9,39,53,NA,Morning,Demand,,Gap
5613,City,37,Cancelled,15-07-2016 00:00,6,17,34,NA,Early Morning,Demand,,Gap
572,Airport,38,Cancelled,11-07-2016 00:00,10,48,0,NA,Morning,Demand,,Gap
1566,City,38,Cancelled,12-07-2016 00:00,6,22,0,NA,Early Morning,Demand,,Gap
2266,Airport,38,Cancelled,12-07-2016 00:00,18,33,0,NA,Evening,Demand,,Gap
4390,City,38,Cancelled,14-07-2016 00:00,8,1,16,NA,Morning,Demand,,Gap
4545,City,38,Cancelled,14-07-2016 00:00,9,43,35,NA,Morning,Demand,,Gap
4572,City,38,Cancelled,14-07-2016 00:00,9,52,32,NA,Morning,Demand,,Gap
1649,City,39,Cancelled,12-07-2016 00:00,7,24,0,NA,Morning,Demand,,Gap
3008,City,39,Cancelled,13-07-2016 00:00,7,23,1,NA,Morning,Demand,,Gap
4480,City,39,Cancelled,14-07-2016 00:00,8,46,34,NA,Morning,Demand,,Gap
5713,City,39,Cancelled,15-07-2016 00:00,7,43,27,NA,Morning,Demand,,Gap
5866,City,39,Cancelled,15-07-2016 00:00,9,19,4,NA,Morning,Demand,,Gap
5945,Airport,39,Cancelled,15-07-2016 00:00,10,27,59,NA,Morning,Demand,,Gap
126,City,40,Cancelled,11-07-2016 00:00,5,5,0,NA,Early Morning,Demand,,Gap
436,City,40,Cancelled,11-07-2016 00:00,8,55,0,NA,Morning,Demand,,Gap
1620,City,40,Cancelled,12-07-2016 00:00,6,55,0,NA,Early Morning,Demand,,Gap
2206,City,40,Cancelled,12-07-2016 00:00,17,55,0,NA,Afternoon,Demand,,Gap
3221,City,40,Cancelled,13-07-2016 00:00,9,55,14,NA,Morning,Demand,,Gap
5583,City,40,Cancelled,15-07-2016 00:00,5,58,15,NA,Early Morning,Demand,,Gap
2131,City,41,Cancelled,12-07-2016 00:00,17,4,0,NA,Afternoon,Demand,,Gap
401,City,43,Cancelled,11-07-2016 00:00,8,27,0,NA,Morning,Demand,,Gap
461,City,43,Cancelled,11-07-2016 00:00,9,15,0,NA,Morning,Demand,,Gap
2946,City,43,Cancelled,13-07-2016 00:00,6,34,48,NA,Early Morning,Demand,,Gap
289,City,44,Cancelled,11-07-2016 00:00,7,9,0,NA,Morning,Demand,,Gap
1303,City,44,Cancelled,11-07-2016 00:00,22,27,0,NA,Night,Demand,,Gap
1817,City,44,Cancelled,12-07-2016 00:00,9,29,0,NA,Morning,Demand,,Gap
2970,City,44,Cancelled,13-07-2016 00:00,6,56,12,NA,Early Morning,Demand,,Gap
